business_segment,business_group,product_type,sales_area,total_costs,safety,class
OPG,Controls,Intervention,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsNorway,Small_Costs,High_Risks,4_Techs
OPG,Controls,Intervention,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsNorway,Medium_Costs,Med_Risks,4_Techs
OPG,Controls,Intervention,ProjectsNorway,Medium_Costs,High_Risks,4_Techs
OPG,Controls,Intervention,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsNorway,Big_Costs,Med_Risks,4_Techs
OPG,Controls,Intervention,ProjectsNorway,Big_Costs,High_Risks,4_Techs
OPG,Controls,Intervention,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsBrazil,Small_Costs,High_Risks,4_Techs
OPG,Controls,Intervention,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsBrazil,Medium_Costs,Med_Risks,4_Techs
OPG,Controls,Intervention,ProjectsBrazil,Medium_Costs,High_Risks,4_Techs
OPG,Controls,Intervention,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,Controls,Intervention,ProjectsBrazil,Big_Costs,Med_Risks,4_Techs
OPG,Controls,Intervention,ProjectsBrazil,Big_Costs,High_Risks,4_Techs
OPG,Intervention,RWOCS,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsNorway,Small_Costs,High_Risks,4_Techs
OPG,Intervention,RWOCS,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsNorway,Medium_Costs,High_Risks,4_Techs
OPG,Intervention,RWOCS,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsNorway,Big_Costs,Med_Risks,4_Techs
OPG,Intervention,RWOCS,ProjectsNorway,Big_Costs,High_Risks,4_Techs
OPG,Intervention,RWOCS,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsBrazil,Small_Costs,High_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsBrazil,Medium_Costs,Med_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsBrazil,Medium_Costs,High_Risks,4_Techs
OPG,Intervention,RWOCS,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,Intervention,RWOCS,ProjectsBrazil,Big_Costs,Med_Risks,4_Techs
OPG,Intervention,RWOCS,ProjectsBrazil,Big_Costs,High_Risks,4_Techs
OPG,Intervention,Drill_Support,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsNorway,Small_Costs,High_Risks,4_Techs
OPG,Intervention,Drill_Support,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsNorway,Medium_Costs,High_Risks,4_Techs
OPG,Intervention,Drill_Support,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsNorway,Big_Costs,Med_Risks,4_Techs
OPG,Intervention,Drill_Support,ProjectsNorway,Big_Costs,High_Risks,4_Techs
OPG,Intervention,Drill_Support,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsBrazil,Small_Costs,High_Risks,4_Techs
OPG,Intervention,Drill_Support,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsBrazil,Medium_Costs,Med_Risks,4_Techs
OPG,Intervention,Drill_Support,ProjectsBrazil,Medium_Costs,High_Risks,4_Techs
OPG,Intervention,Drill_Support,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Drill_Support,ProjectsBrazil,Big_Costs,Med_Risks,4_Techs
OPG,Intervention,Drill_Support,ProjectsBrazil,Big_Costs,High_Risks,4_Techs
OPG,Intervention,Observation,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsNorway,Small_Costs,High_Risks,4_Techs
OPG,Intervention,Observation,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsNorway,Medium_Costs,Med_Risks,4_Techs
OPG,Intervention,Observation,ProjectsNorway,Medium_Costs,High_Risks,4_Techs
OPG,Intervention,Observation,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsNorway,Big_Costs,Med_Risks,4_Techs
OPG,Intervention,Observation,ProjectsNorway,Big_Costs,High_Risks,4_Techs
OPG,Intervention,Observation,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsBrazil,Small_Costs,High_Risks,4_Techs
OPG,Intervention,Observation,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsBrazil,Medium_Costs,Med_Risks,4_Techs
OPG,Intervention,Observation,ProjectsBrazil,Medium_Costs,High_Risks,4_Techs
OPG,Intervention,Observation,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Observation,ProjectsBrazil,Big_Costs,Med_Risks,4_Techs
OPG,Intervention,Observation,ProjectsBrazil,Big_Costs,High_Risks,4_Techs
OPG,Intervention,Intervention,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsNorway,Small_Costs,High_Risks,4_Techs
OPG,Intervention,Intervention,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsNorway,Medium_Costs,Med_Risks,4_Techs
OPG,Intervention,Intervention,ProjectsNorway,Medium_Costs,High_Risks,4_Techs
OPG,Intervention,Intervention,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsNorway,Big_Costs,Med_Risks,4_Techs
OPG,Intervention,Intervention,ProjectsNorway,Big_Costs,High_Risks,4_Techs
OPG,Intervention,Intervention,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsBrazil,Small_Costs,High_Risks,4_Techs
OPG,Intervention,Intervention,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsBrazil,Medium_Costs,Med_Risks,4_Techs
OPG,Intervention,Intervention,ProjectsBrazil,Medium_Costs,High_Risks,4_Techs
OPG,Intervention,Intervention,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
OPG,Intervention,Intervention,ProjectsBrazil,Big_Costs,Med_Risks,4_Techs
OPG,Intervention,Intervention,ProjectsBrazil,Big_Costs,High_Risks,4_Techs
SSR,Engineered_Solutions,RWOCS,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsNorway,Small_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsNorway,Medium_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsNorway,Big_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsNorway,Big_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsBrazil,Small_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsBrazil,Medium_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsBrazil,Medium_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsBrazil,Big_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,RWOCS,ProjectsBrazil,Big_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsNorway,Small_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsNorway,Medium_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsNorway,Big_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsNorway,Big_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsBrazil,Small_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsBrazil,Medium_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsBrazil,Medium_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsBrazil,Big_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Drill_Support,ProjectsBrazil,Big_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsNorway,Small_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsNorway,Medium_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsNorway,Big_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsNorway,Big_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsBrazil,Small_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsBrazil,Medium_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsBrazil,Medium_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsBrazil,Big_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Observation,ProjectsBrazil,Big_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsNorway,Small_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsNorway,Medium_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsNorway,Big_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsNorway,Big_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsBrazil,Small_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsBrazil,Medium_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsBrazil,Medium_Costs,High_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsBrazil,Big_Costs,Med_Risks,Not_Offshore
SSR,Engineered_Solutions,Intervention,ProjectsBrazil,Big_Costs,High_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsNorway,Small_Costs,High_Risks,4_Techs
SSR,ROV,RWOCS,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsNorway,Medium_Costs,High_Risks,4_Techs
SSR,ROV,RWOCS,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsNorway,Big_Costs,Med_Risks,4_Techs
SSR,ROV,RWOCS,ProjectsNorway,Big_Costs,High_Risks,4_Techs
SSR,ROV,RWOCS,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsBrazil,Small_Costs,High_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsBrazil,Medium_Costs,Med_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsBrazil,Medium_Costs,High_Risks,4_Techs
SSR,ROV,RWOCS,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
SSR,ROV,RWOCS,ProjectsBrazil,Big_Costs,Med_Risks,4_Techs
SSR,ROV,RWOCS,ProjectsBrazil,Big_Costs,High_Risks,4_Techs
SSR,ROV,Drill_Support,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsUK,Medium_Costs,Med_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsUK,Medium_Costs,High_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsUK,Big_Costs,Low_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsUK,Big_Costs,Med_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsUK,Big_Costs,High_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsNorway,Small_Costs,Low_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsNorway,Small_Costs,Med_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsNorway,Small_Costs,High_Risks,4_Techs
SSR,ROV,Drill_Support,ProjectsNorway,Medium_Costs,Low_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsNorway,Medium_Costs,Med_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsNorway,Medium_Costs,High_Risks,4_Techs
SSR,ROV,Drill_Support,ProjectsNorway,Big_Costs,Low_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsNorway,Big_Costs,Med_Risks,4_Techs
SSR,ROV,Drill_Support,ProjectsNorway,Big_Costs,High_Risks,4_Techs
SSR,ROV,Drill_Support,ProjectsBrazil,Small_Costs,Low_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsBrazil,Small_Costs,Med_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsBrazil,Small_Costs,High_Risks,4_Techs
SSR,ROV,Drill_Support,ProjectsBrazil,Medium_Costs,Low_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsBrazil,Medium_Costs,Med_Risks,4_Techs
SSR,ROV,Drill_Support,ProjectsBrazil,Medium_Costs,High_Risks,4_Techs
SSR,ROV,Drill_Support,ProjectsBrazil,Big_Costs,Low_Risks,Not_Offshore
SSR,ROV,Drill_Support,ProjectsBrazil,Big_Costs,Med_Risks,4_Techs
SSR,ROV,Drill_Support,ProjectsBrazil,Big_Costs,High_Risks,4_Techs
SSR,ROV,Observation,ProjectsUK,Small_Costs,Low_Risks,Not_Offshore
SSR,ROV,Observation,ProjectsUK,Small_Costs,Med_Risks,Not_Offshore
SSR,ROV,Observation,ProjectsUK,Small_Costs,High_Risks,Not_Offshore
SSR,ROV,Observation,ProjectsUK,Medium_Costs,Low_Risks,Not_Offshore
